"dataset","matrix_name","dataset_id","gene_name","gene_id","gene_start","gene_end","gene_file","alignment_file","partition_file","gene_directory"
"Borowiec2015","Best108","Borowiec2015.Best108","gene_0039","Borowiec2015.Best108.gene_0039",15063,15348,"Borowiec2015.Best108.gene_0039.fa","Borowiec2015.Best108.aa.alignment.phy","Borowiec2015_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Borowiec2015.Best108/"
"Borowiec2015","Best108","Borowiec2015.Best108","gene_0040","Borowiec2015.Best108.gene_0040",15349,15618,"Borowiec2015.Best108.gene_0040.fa","Borowiec2015.Best108.aa.alignment.phy","Borowiec2015_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Borowiec2015.Best108/"
"Borowiec2015","Best108","Borowiec2015.Best108","gene_0041","Borowiec2015.Best108.gene_0041",15619,16106,"Borowiec2015.Best108.gene_0041.fa","Borowiec2015.Best108.aa.alignment.phy","Borowiec2015_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Borowiec2015.Best108/"
"Borowiec2015","Best108","Borowiec2015.Best108","gene_0042","Borowiec2015.Best108.gene_0042",16107,16703,"Borowiec2015.Best108.gene_0042.fa","Borowiec2015.Best108.aa.alignment.phy","Borowiec2015_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Borowiec2015.Best108/"
"Borowiec2015","Best108","Borowiec2015.Best108","gene_0043","Borowiec2015.Best108.gene_0043",16704,17176,"Borowiec2015.Best108.gene_0043.fa","Borowiec2015.Best108.aa.alignment.phy","Borowiec2015_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Borowiec2015.Best108/"
"Borowiec2015","Best108","Borowiec2015.Best108","gene_0044","Borowiec2015.Best108.gene_0044",17177,17711,"Borowiec2015.Best108.gene_0044.fa","Borowiec2015.Best108.aa.alignment.phy","Borowiec2015_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Borowiec2015.Best108/"
"Borowiec2015","Best108","Borowiec2015.Best108","gene_0045","Borowiec2015.Best108.gene_0045",17712,17936,"Borowiec2015.Best108.gene_0045.fa","Borowiec2015.Best108.aa.alignment.phy","Borowiec2015_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Borowiec2015.Best108/"
"Borowiec2015","Best108","Borowiec2015.Best108","gene_0046","Borowiec2015.Best108.gene_0046",17937,18283,"Borowiec2015.Best108.gene_0046.fa","Borowiec2015.Best108.aa.alignment.phy","Borowiec2015_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Borowiec2015.Best108/"
"Borowiec2015","Best108","Borowiec2015.Best108","gene_0047","Borowiec2015.Best108.gene_0047",18284,18841,"Borowiec2015.Best108.gene_0047.fa","Borowiec2015.Best108.aa.alignment.phy","Borowiec2015_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Borowiec2015.Best108/"
"Borowiec2015","Best108","Borowiec2015.Best108","gene_0048","Borowiec2015.Best108.gene_0048",18842,19362,"Borowiec2015.Best108.gene_0048.fa","Borowiec2015.Best108.aa.alignment.phy","Borowiec2015_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Borowiec2015.Best108/"
"Borowiec2015","Best108","Borowiec2015.Best108","gene_0049","Borowiec2015.Best108.gene_0049",19363,19496,"Borowiec2015.Best108.gene_0049.fa","Borowiec2015.Best108.aa.alignment.phy","Borowiec2015_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Borowiec2015.Best108/"
"Borowiec2015","Best108","Borowiec2015.Best108","gene_0050","Borowiec2015.Best108.gene_0050",19497,19729,"Borowiec2015.Best108.gene_0050.fa","Borowiec2015.Best108.aa.alignment.phy","Borowiec2015_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Borowiec2015.Best108/"
"Borowiec2015","Best108","Borowiec2015.Best108","gene_0051","Borowiec2015.Best108.gene_0051",19730,19923,"Borowiec2015.Best108.gene_0051.fa","Borowiec2015.Best108.aa.alignment.phy","Borowiec2015_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Borowiec2015.Best108/"
"Borowiec2015","Best108","Borowiec2015.Best108","gene_0052","Borowiec2015.Best108.gene_0052",19924,20065,"Borowiec2015.Best108.gene_0052.fa","Borowiec2015.Best108.aa.alignment.phy","Borowiec2015_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Borowiec2015.Best108/"
"Borowiec2015","Best108","Borowiec2015.Best108","gene_0053","Borowiec2015.Best108.gene_0053",20066,20451,"Borowiec2015.Best108.gene_0053.fa","Borowiec2015.Best108.aa.alignment.phy","Borowiec2015_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Borowiec2015.Best108/"
"Borowiec2015","Best108","Borowiec2015.Best108","gene_0054","Borowiec2015.Best108.gene_0054",20452,20712,"Borowiec2015.Best108.gene_0054.fa","Borowiec2015.Best108.aa.alignment.phy","Borowiec2015_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Borowiec2015.Best108/"
"Borowiec2015","Best108","Borowiec2015.Best108","gene_0055","Borowiec2015.Best108.gene_0055",20713,20853,"Borowiec2015.Best108.gene_0055.fa","Borowiec2015.Best108.aa.alignment.phy","Borowiec2015_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Borowiec2015.Best108/"
"Borowiec2015","Best108","Borowiec2015.Best108","gene_0056","Borowiec2015.Best108.gene_0056",20854,21212,"Borowiec2015.Best108.gene_0056.fa","Borowiec2015.Best108.aa.alignment.phy","Borowiec2015_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Borowiec2015.Best108/"
"Borowiec2015","Best108","Borowiec2015.Best108","gene_0057","Borowiec2015.Best108.gene_0057",21213,22160,"Borowiec2015.Best108.gene_0057.fa","Borowiec2015.Best108.aa.alignment.phy","Borowiec2015_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Borowiec2015.Best108/"
"Borowiec2015","Best108","Borowiec2015.Best108","gene_0058","Borowiec2015.Best108.gene_0058",22161,22806,"Borowiec2015.Best108.gene_0058.fa","Borowiec2015.Best108.aa.alignment.phy","Borowiec2015_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Borowiec2015.Best108/"
"Borowiec2015","Best108","Borowiec2015.Best108","gene_0059","Borowiec2015.Best108.gene_0059",22807,23132,"Borowiec2015.Best108.gene_0059.fa","Borowiec2015.Best108.aa.alignment.phy","Borowiec2015_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Borowiec2015.Best108/"
"Borowiec2015","Best108","Borowiec2015.Best108","gene_0060","Borowiec2015.Best108.gene_0060",23133,23339,"Borowiec2015.Best108.gene_0060.fa","Borowiec2015.Best108.aa.alignment.phy","Borowiec2015_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Borowiec2015.Best108/"
"Borowiec2015","Best108","Borowiec2015.Best108","gene_0061","Borowiec2015.Best108.gene_0061",23340,23798,"Borowiec2015.Best108.gene_0061.fa","Borowiec2015.Best108.aa.alignment.phy","Borowiec2015_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Borowiec2015.Best108/"
"Borowiec2015","Best108","Borowiec2015.Best108","gene_0062","Borowiec2015.Best108.gene_0062",23799,24333,"Borowiec2015.Best108.gene_0062.fa","Borowiec2015.Best108.aa.alignment.phy","Borowiec2015_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Borowiec2015.Best108/"
"Borowiec2015","Best108","Borowiec2015.Best108","gene_0063","Borowiec2015.Best108.gene_0063",24334,24657,"Borowiec2015.Best108.gene_0063.fa","Borowiec2015.Best108.aa.alignment.phy","Borowiec2015_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Borowiec2015.Best108/"
"Borowiec2015","Best108","Borowiec2015.Best108","gene_0064","Borowiec2015.Best108.gene_0064",24658,24909,"Borowiec2015.Best108.gene_0064.fa","Borowiec2015.Best108.aa.alignment.phy","Borowiec2015_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Borowiec2015.Best108/"
"Borowiec2015","Best108","Borowiec2015.Best108","gene_0065","Borowiec2015.Best108.gene_0065",24910,25446,"Borowiec2015.Best108.gene_0065.fa","Borowiec2015.Best108.aa.alignment.phy","Borowiec2015_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Borowiec2015.Best108/"
"Borowiec2015","Best108","Borowiec2015.Best108","gene_0066","Borowiec2015.Best108.gene_0066",25447,25719,"Borowiec2015.Best108.gene_0066.fa","Borowiec2015.Best108.aa.alignment.phy","Borowiec2015_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Borowiec2015.Best108/"
"Borowiec2015","Best108","Borowiec2015.Best108","gene_0067","Borowiec2015.Best108.gene_0067",25720,25872,"Borowiec2015.Best108.gene_0067.fa","Borowiec2015.Best108.aa.alignment.phy","Borowiec2015_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Borowiec2015.Best108/"
"Borowiec2015","Best108","Borowiec2015.Best108","gene_0068","Borowiec2015.Best108.gene_0068",25873,26073,"Borowiec2015.Best108.gene_0068.fa","Borowiec2015.Best108.aa.alignment.phy","Borowiec2015_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Borowiec2015.Best108/"
"Borowiec2015","Best108","Borowiec2015.Best108","gene_0069","Borowiec2015.Best108.gene_0069",26074,27056,"Borowiec2015.Best108.gene_0069.fa","Borowiec2015.Best108.aa.alignment.phy","Borowiec2015_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Borowiec2015.Best108/"
"Borowiec2015","Best108","Borowiec2015.Best108","gene_0070","Borowiec2015.Best108.gene_0070",27057,27338,"Borowiec2015.Best108.gene_0070.fa","Borowiec2015.Best108.aa.alignment.phy","Borowiec2015_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Borowiec2015.Best108/"
"Borowiec2015","Best108","Borowiec2015.Best108","gene_0071","Borowiec2015.Best108.gene_0071",27339,27514,"Borowiec2015.Best108.gene_0071.fa","Borowiec2015.Best108.aa.alignment.phy","Borowiec2015_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Borowiec2015.Best108/"
"Borowiec2015","Best108","Borowiec2015.Best108","gene_0072","Borowiec2015.Best108.gene_0072",27515,27740,"Borowiec2015.Best108.gene_0072.fa","Borowiec2015.Best108.aa.alignment.phy","Borowiec2015_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Borowiec2015.Best108/"
"Borowiec2015","Best108","Borowiec2015.Best108","gene_0073","Borowiec2015.Best108.gene_0073",27741,28119,"Borowiec2015.Best108.gene_0073.fa","Borowiec2015.Best108.aa.alignment.phy","Borowiec2015_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Borowiec2015.Best108/"
"Borowiec2015","Best108","Borowiec2015.Best108","gene_0074","Borowiec2015.Best108.gene_0074",28120,28285,"Borowiec2015.Best108.gene_0074.fa","Borowiec2015.Best108.aa.alignment.phy","Borowiec2015_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Borowiec2015.Best108/"
"Borowiec2015","Best108","Borowiec2015.Best108","gene_0075","Borowiec2015.Best108.gene_0075",28286,28447,"Borowiec2015.Best108.gene_0075.fa","Borowiec2015.Best108.aa.alignment.phy","Borowiec2015_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Borowiec2015.Best108/"
"Borowiec2015","Best108","Borowiec2015.Best108","gene_0076","Borowiec2015.Best108.gene_0076",28448,28666,"Borowiec2015.Best108.gene_0076.fa","Borowiec2015.Best108.aa.alignment.phy","Borowiec2015_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Borowiec2015.Best108/"
