"dataset","original_name","clade","alignment","relabelled_names"
"Philippe2009","Crassostrea_gigas","Bilateria","Philippe_etal_superalignment_FixedNames","Crassostrea_gigas"
"Philippe2009","Danio_rerio","Bilateria","Philippe_etal_superalignment_FixedNames","Danio_rerio"
"Philippe2009","DaphniaXpulex","Bilateria","Philippe_etal_superalignment_FixedNames","Daphnia_pulex"
"Philippe2009","Euperipatoides_kanangrensis","Bilateria","Philippe_etal_superalignment_FixedNames","Euperipatoides_kanangrensis"
"Philippe2009","Euprymna_scolopes","Bilateria","Philippe_etal_superalignment_FixedNames","Euprymna_scolopes"
"Philippe2009","Helobdella_robusta","Bilateria","Philippe_etal_superalignment_FixedNames","Helobdella_robusta"
"Philippe2009","IxodesXscapularis","Bilateria","Philippe_etal_superalignment_FixedNames","Ixodes_scapularis"
"Philippe2009","Molgula_tectiformis","Bilateria","Philippe_etal_superalignment_FixedNames","Molgula_tectiformis"
"Philippe2009","NasoniaXvitripennis","Bilateria","Philippe_etal_superalignment_FixedNames","Nasonia_vitripennis"
"Philippe2009","Pedicellina_cernua","Bilateria","Philippe_etal_superalignment_FixedNames","Pedicellina_cernua"
"Philippe2009","PediculusXhumanus","Bilateria","Philippe_etal_superalignment_FixedNames","Pediculus_humanus"
"Philippe2009","Petromyzon_marinus","Bilateria","Philippe_etal_superalignment_FixedNames","Petromyzon_marinus"
"Philippe2009","Saccoglossus_kowalevskii","Bilateria","Philippe_etal_superalignment_FixedNames","Saccoglossus_kowalevskii"
"Philippe2009","ScutigeraXcoleoptrata","Bilateria","Philippe_etal_superalignment_FixedNames","Scutigera_coleoptrata"
"Philippe2009","Strongylocentrotus_purpuratus","Bilateria","Philippe_etal_superalignment_FixedNames","Strongylocentrotus_purpuratus"
"Philippe2009","TubifexXtubifex","Bilateria","Philippe_etal_superalignment_FixedNames","Tubifex_tubifex"
"Philippe2009","Xenoturbella_bocki","Bilateria","Philippe_etal_superalignment_FixedNames","Xenoturbella_bocki"
"Philippe2009","Acropora_millepora","Cnidaria","Philippe_etal_superalignment_FixedNames","Acropora_millepora"
"Philippe2009","ClytiaXhemisphaerica","Cnidaria","Philippe_etal_superalignment_FixedNames","Clytia_hemisphaerica"
"Philippe2009","CyaneaXcapillata","Cnidaria","Philippe_etal_superalignment_FixedNames","Cyanea_capillata"
"Philippe2009","HydraXmagnipapillata","Cnidaria","Philippe_etal_superalignment_FixedNames","Hydra_magnipapillata"
"Philippe2009","Hydractinia_echinata","Cnidaria","Philippe_etal_superalignment_FixedNames","Hydractinia_echinata"
"Philippe2009","Metridium_senile","Cnidaria","Philippe_etal_superalignment_FixedNames","Metridium_senile"
"Philippe2009","Montastraea_faveolata","Cnidaria","Philippe_etal_superalignment_FixedNames","Montastraea_faveolata"
"Philippe2009","Nematostella_vectensis","Cnidaria","Philippe_etal_superalignment_FixedNames","Nematostella_vectensis"
"Philippe2009","Podocoryne_carnea","Cnidaria","Philippe_etal_superalignment_FixedNames","Podocoryne_carnea"
"Philippe2009","mertensiid_sp","Ctenophora","Philippe_etal_superalignment_FixedNames","Mertensiid_sp"
"Philippe2009","Mnemiopsis_leidyi","Ctenophora","Philippe_etal_superalignment_FixedNames","Mnemiopsis_leidyi"
"Philippe2009","Pleurobrachia_pileus","Ctenophora","Philippe_etal_superalignment_FixedNames","Pleurobrachia_pileus"
"Philippe2009","AllomycesXmacrogynus","Outgroup","Philippe_etal_superalignment_FixedNames","Allomyces_macrogynus"
"Philippe2009","Amoebidium_parasiticum","Outgroup","Philippe_etal_superalignment_FixedNames","Amoebidium_parasiticum"
"Philippe2009","Batrachochytrium_dendrobatidis","Outgroup","Philippe_etal_superalignment_FixedNames","Batrachochytrium_dendrobatidis"
"Philippe2009","Capsaspora_owczarzaki","Outgroup","Philippe_etal_superalignment_FixedNames","Capsaspora_owczarzaki"
"Philippe2009","MonosigaXbrevicollis","Outgroup","Philippe_etal_superalignment_FixedNames","Monosiga_brevicollis"
"Philippe2009","MonosigaXovata","Outgroup","Philippe_etal_superalignment_FixedNames","Monosiga_ovata"
"Philippe2009","Phycomyces_blakesleeanus","Outgroup","Philippe_etal_superalignment_FixedNames","Phycomyces_blakesleeanus"
"Philippe2009","Proterospongia_sp","Outgroup","Philippe_etal_superalignment_FixedNames","Proterospongia_sp"
"Philippe2009","RhizopusXoryzae","Outgroup","Philippe_etal_superalignment_FixedNames","Rhizopus_oryzae"
"Philippe2009","Sphaeroforma_arctica","Outgroup","Philippe_etal_superalignment_FixedNames","Sphaeroforma_arctica"
"Philippe2009","Spizellomyces_punctatus","Outgroup","Philippe_etal_superalignment_FixedNames","Spizellomyces_punctatus"
"Philippe2009","Trichoplax_adhaerens","Placozoa","Philippe_etal_superalignment_FixedNames","Trichoplax_adhaerens"
"Philippe2009","Carteriospongia_foliascens","Porifera","Philippe_etal_superalignment_FixedNames","Carteriospongia_foliascens"
"Philippe2009","Ephydatia_muelleri","Porifera","Philippe_etal_superalignment_FixedNames","Ephydatia_muelleri"
"Philippe2009","Heterochone_sp","Porifera","Philippe_etal_superalignment_FixedNames","Heterochone_sp"
"Philippe2009","LeucettaXchagosensis","Porifera","Philippe_etal_superalignment_FixedNames","Leucetta_chagosensis"
"Philippe2009","OopsacasXminuta","Porifera","Philippe_etal_superalignment_FixedNames","Oopsacas_minuta"
"Philippe2009","Oscarella_carmela","Porifera","Philippe_etal_superalignment_FixedNames","Oscarella_carmela"
"Philippe2009","RenieraXsp","Porifera","Philippe_etal_superalignment_FixedNames","Reniera_sp"
"Philippe2009","Suberites_domuncula","Porifera","Philippe_etal_superalignment_FixedNames","Suberites_domuncula"
"Philippe2009","SyconXraphanus","Porifera","Philippe_etal_superalignment_FixedNames","Sycon_raphanus"
"Philippe2011","Acanthoscurria_gomesiana","Bilateria","UPDUNN_MB_FixedNames","Acanthoscurria_gomesiana"
"Philippe2011","Anoplodactylus_eroticus","Bilateria","UPDUNN_MB_FixedNames","Anoplodactylus_eroticus"
"Philippe2011","Aplysia_californica","Bilateria","UPDUNN_MB_FixedNames","Aplysia_californica"
"Philippe2011","Argopecten_irradians","Bilateria","UPDUNN_MB_FixedNames","Argopecten_irradians"
"Philippe2011","Asterina_pectinifera","Bilateria","UPDUNN_MB_FixedNames","Asterina_pectinifera"
"Philippe2011","Biomphalaria_glabrata","Bilateria","UPDUNN_MB_FixedNames","Biomphalaria_glabrata"
"Philippe2011","Boophilus_microplus","Bilateria","UPDUNN_MB_FixedNames","Boophilus_microplus"
"Philippe2011","Brachionus_plicatilis","Bilateria","UPDUNN_MB_FixedNames","Brachionus_plicatilis"
"Philippe2011","Branchiostoma_floridae","Bilateria","UPDUNN_MB_FixedNames","Branchiostoma_floridae"
"Philippe2011","Bugula_neritina","Bilateria","UPDUNN_MB_FixedNames","Bugula_neritina"
"Philippe2011","Capitella_sp__i_ecs-2004","Bilateria","UPDUNN_MB_FixedNames","Capitella_teleta"
"Philippe2011","Carcinoscorpius_rotundicauda","Bilateria","UPDUNN_MB_FixedNames","Carcinoscorpius_rotundicauda"
"Philippe2011","Carcinus_maenas","Bilateria","UPDUNN_MB_FixedNames","Carcinus_maenas"
"Philippe2011","Carinoma_mutabilis","Bilateria","UPDUNN_MB_FixedNames","Carinoma_mutabilis"
"Philippe2011","Cerebratulus_lacteus","Bilateria","UPDUNN_MB_FixedNames","Cerebratulus_lacteus"
"Philippe2011","Chaetoderma_nitidulum","Bilateria","UPDUNN_MB_FixedNames","Chaetoderma_nitidulum"
"Philippe2011","Chaetopleura_apiculata","Bilateria","UPDUNN_MB_FixedNames","Chaetopleura_apiculata"
"Philippe2011","Chaetopterus_sp","Bilateria","UPDUNN_MB_FixedNames","Chaetopterus_sp"
"Philippe2011","Ciona_intestinalis","Bilateria","UPDUNN_MB_FixedNames","Ciona_intestinalis"
"Philippe2011","Crassostrea_gigas","Bilateria","UPDUNN_MB_FixedNames","Crassostrea_gigas"
"Philippe2011","Cristatella_mucedo","Bilateria","UPDUNN_MB_FixedNames","Cristatella_mucedo"
"Philippe2011","Daphnia_pulex","Bilateria","UPDUNN_MB_FixedNames","Daphnia_pulex"
"Philippe2011","Drosophila_melanogaster","Bilateria","UPDUNN_MB_FixedNames","Drosophila_melanogaster"
"Philippe2011","Dugesia_japonica","Bilateria","UPDUNN_MB_FixedNames","Dugesia_japonica"
"Philippe2011","Echinococcus_granulosus","Bilateria","UPDUNN_MB_FixedNames","Echinococcus_granulosus"
"Philippe2011","Echinoderes_horni","Bilateria","UPDUNN_MB_FixedNames","Echinoderes_horni"
"Philippe2011","Euperipatoides_kanangrensis","Bilateria","UPDUNN_MB_FixedNames","Euperipatoides_kanangrensis"
"Philippe2011","Euprymna_scolopes","Bilateria","UPDUNN_MB_FixedNames","Euprymna_scolopes"
"Philippe2011","Fenneropenaeus_chinensis","Bilateria","UPDUNN_MB_FixedNames","Fenneropenaeus_chinensis"
"Philippe2011","Flaccisagitta_enflata","Bilateria","UPDUNN_MB_FixedNames","Flaccisagitta_enflata"
"Philippe2011","Gallus_gallus","Bilateria","UPDUNN_MB_FixedNames","Gallus_gallus"
"Philippe2011","Gnathostomula_peregrina","Bilateria","UPDUNN_MB_FixedNames","Gnathostomula_peregrina"
"Philippe2011","Haementeria_depressa","Bilateria","UPDUNN_MB_FixedNames","Haementeria_depressa"
"Philippe2011","Homo_sapiens","Bilateria","UPDUNN_MB_FixedNames","Homo_sapiens"
"Philippe2011","Hypsibius_dujardini","Bilateria","UPDUNN_MB_FixedNames","Hypsibius_dujardini"
"Philippe2011","Lumbricus_rubellus","Bilateria","UPDUNN_MB_FixedNames","Lumbricus_rubellus"
"Philippe2011","Macrostomum_lignano","Bilateria","UPDUNN_MB_FixedNames","Macrostomum_lignano"
"Philippe2011","Mytilus_galloprovincialis","Bilateria","UPDUNN_MB_FixedNames","Mytilus_galloprovincialis"
"Philippe2011","Myzostoma_seymourcollegiorum","Bilateria","UPDUNN_MB_FixedNames","Myzostoma_seymourcollegiorum"
"Philippe2011","Neochildia_fusca","Bilateria","UPDUNN_MB_FixedNames","Neochildia_fusca"
"Philippe2011","Paraplanocera_sp","Bilateria","UPDUNN_MB_FixedNames","Paraplanocera_oligoglena"
"Philippe2011","Pedicellina_cernua","Bilateria","UPDUNN_MB_FixedNames","Pedicellina_cernua"
"Philippe2011","Philodina_roseola","Bilateria","UPDUNN_MB_FixedNames","Philodina_roseola"
"Philippe2011","Phoronis_vancouverensis","Bilateria","UPDUNN_MB_FixedNames","Phoronis_vancouverensis"
"Philippe2011","Platynereis_dumerilii","Bilateria","UPDUNN_MB_FixedNames","Platynereis_dumerilii"
"Philippe2011","Priapulus_caudatus","Bilateria","UPDUNN_MB_FixedNames","Priapulus_caudatus"
"Philippe2011","Ptychodera_flava","Bilateria","UPDUNN_MB_FixedNames","Ptychodera_flava"
"Philippe2011","Richtersius_coronifer","Bilateria","UPDUNN_MB_FixedNames","Richtersius_coronifer"
"Philippe2011","Saccoglossus_kowalevskii","Bilateria","UPDUNN_MB_FixedNames","Saccoglossus_kowalevskii"
"Philippe2011","Schmidtea_mediterranea","Bilateria","UPDUNN_MB_FixedNames","Schmidtea_mediterranea"
"Philippe2011","Scutigera_coleoptrata","Bilateria","UPDUNN_MB_FixedNames","Scutigera_coleoptrata"
"Philippe2011","Spadella_cephaloptera","Bilateria","UPDUNN_MB_FixedNames","Spadella_cephaloptera"
"Philippe2011","Spinochordodes_tellinii","Bilateria","UPDUNN_MB_FixedNames","Spinochordodes_tellinii"
"Philippe2011","Strongylocentrotus_purpuratus","Bilateria","UPDUNN_MB_FixedNames","Strongylocentrotus_purpuratus"
"Philippe2011","Symsagittifera_roscoffensis","Bilateria","UPDUNN_MB_FixedNames","Symsagittifera_roscoffensis"
"Philippe2011","Terebratalia_transversa","Bilateria","UPDUNN_MB_FixedNames","Terebratalia_transversa"
"Philippe2011","Themiste_lageniformis","Bilateria","UPDUNN_MB_FixedNames","Themiste_lageniformis"
"Philippe2011","Trichinella_spiralis","Bilateria","UPDUNN_MB_FixedNames","Trichinella_spiralis"
"Philippe2011","Turbanella_ambronensis","Bilateria","UPDUNN_MB_FixedNames","Turbanella_ambronensis"
"Philippe2011","Urechis_caupo","Bilateria","UPDUNN_MB_FixedNames","Urechis_caupo"
"Philippe2011","Xenoturbella_bocki","Bilateria","UPDUNN_MB_FixedNames","Xenoturbella_bocki"
"Philippe2011","Xiphinema_index","Bilateria","UPDUNN_MB_FixedNames","Xiphinema_index"
"Philippe2011","Acropora_millepora","Cnidaria","UPDUNN_MB_FixedNames","Acropora_millepora"
"Philippe2011","Cyanea_capillata","Cnidaria","UPDUNN_MB_FixedNames","Cyanea_capillata"
"Philippe2011","Hydra_magnipapillata","Cnidaria","UPDUNN_MB_FixedNames","Hydra_vulgaris"
"Philippe2011","Hydractinia_echinata","Cnidaria","UPDUNN_MB_FixedNames","Hydractinia_echinata"
"Philippe2011","Nematostella_vectensis","Cnidaria","UPDUNN_MB_FixedNames","Nematostella_vectensis"
"Philippe2011","mertensiid_sp","Ctenophora","UPDUNN_MB_FixedNames","Mertensiid_sp"
"Philippe2011","Mnemiopsis_leidyi","Ctenophora","UPDUNN_MB_FixedNames","Mnemiopsis_leidyi"
"Philippe2011","Amoebidium_parasiticum","Outgroup","UPDUNN_MB_FixedNames","Amoebidium_parasiticum"
"Philippe2011","Capsaspora_owczarzaki","Outgroup","UPDUNN_MB_FixedNames","Capsaspora_owczarzaki"
"Philippe2011","Cryptococcus_neoformans","Outgroup","UPDUNN_MB_FixedNames","Cryptococcus_neoformans"
"Philippe2011","Monosiga_ovata","Outgroup","UPDUNN_MB_FixedNames","Monosiga_ovata"
"Philippe2011","Saccharomyces_cerevisiae","Outgroup","UPDUNN_MB_FixedNames","Saccharomyces_cerevisiae"
"Philippe2011","Sphaeroforma_arctica","Outgroup","UPDUNN_MB_FixedNames","Sphaeroforma_arctica"
"Philippe2011","Reniera_sp","Porifera","UPDUNN_MB_FixedNames","Amphimedon_queenslandica"
"Philippe2011","Oscarella_carmela","Porifera","UPDUNN_MB_FixedNames","Oscarella_carmela"
"Pick2010","Acanthoscu","Bilateria","Pick2010","Acanthoscurria_gomesiana"
"Pick2010","Anoplodact","Bilateria","Pick2010","Anoplodactylus_eroticus"
"Pick2010","Aplysia_ca","Bilateria","Pick2010","Aplysia_californica"
"Pick2010","Argopecten","Bilateria","Pick2010","Argopecten_irradians"
"Pick2010","Asterina_p","Bilateria","Pick2010","Asterina_pectinifera"
"Pick2010","Biomphalar","Bilateria","Pick2010","Biomphalaria_glabrata"
"Pick2010","Boophilus_","Bilateria","Pick2010","Boophilus_microplus"
"Pick2010","Branchiost","Bilateria","Pick2010","Branchiostoma_floridae"
"Pick2010","Capitella_","Bilateria","Pick2010","Capitella_sp"
"Pick2010","Carcinosco","Bilateria","Pick2010","Carcinoscorpius_rotundicauda"
"Pick2010","Carinoma_m","Bilateria","Pick2010","Carinoma_mutabilis"
"Pick2010","Cerebratul","Bilateria","Pick2010","Cerebratulus_lacteus"
"Pick2010","Chaetoderm","Bilateria","Pick2010","Chaetoderma_nitidulum"
"Pick2010","Chaetopleu","Bilateria","Pick2010","Chaetopleura_apiculata"
"Pick2010","Chaetopter","Bilateria","Pick2010","Chaetopterus_sp"
"Pick2010","Ciona_inte","Bilateria","Pick2010","Ciona_intestinalis"
"Pick2010","Crassostre","Bilateria","Pick2010","Crassostrea_virginica"
"Pick2010","Daphnia_pu","Bilateria","Pick2010","Daphnia_pulex"
"Pick2010","Drosophila","Bilateria","Pick2010","Drosophila_melanogaster"
"Pick2010","Dugesia_ja","Bilateria","Pick2010","Dugesia_japonica"
"Pick2010","Echinococc","Bilateria","Pick2010","Echinococcus_granulosus"
"Pick2010","Echinodere","Bilateria","Pick2010","Echinoderes_horni"
"Pick2010","Euperipato","Bilateria","Pick2010","Euperipatoides_kanangrensis"
"Pick2010","Euprymna_s","Bilateria","Pick2010","Euprymna_scolopes"
"Pick2010","Gallus_gal","Bilateria","Pick2010","Gallus_gallus"
"Pick2010","Haementeri","Bilateria","Pick2010","Haementeria_depressa"
"Pick2010","Homarus_am","Bilateria","Pick2010","Homarus_americanus"
"Pick2010","Homo_sapie","Bilateria","Pick2010","Homo_sapiens"
"Pick2010","Hypsibius_","Bilateria","Pick2010","Hypsibius_dujardini"
"Pick2010","Litopenaeu","Bilateria","Pick2010","Litopenaeus_vannamei"
"Pick2010","Lumbricus_","Bilateria","Pick2010","Lumbricus_rubellus"
"Pick2010","Macrostomu","Bilateria","Pick2010","Macrostomum_lignano"
"Pick2010","Mytilus_ga","Bilateria","Pick2010","Mytilus_galloprovincialis"
"Pick2010","Paraplanoc","Bilateria","Pick2010","Paraplanocera_sp"
"Pick2010","Phoronis_v","Bilateria","Pick2010","Phoronis_vancouverensis"
"Pick2010","Platynerei","Bilateria","Pick2010","Platynereis_dumerilii"
"Pick2010","Priapulus_","Bilateria","Pick2010","Priapulus_caudatus"
"Pick2010","Ptychodera","Bilateria","Pick2010","Ptychodera_flava"
"Pick2010","Richtersiu","Bilateria","Pick2010","Richtersius_coronifer"
"Pick2010","Saccogloss","Bilateria","Pick2010","Saccoglossus_kowalevskii"
"Pick2010","Schmidtea_","Bilateria","Pick2010","Schmidtea_mediterranea"
"Pick2010","Scutigera_","Bilateria","Pick2010","Scutigera_coleoptrata"
"Pick2010","Spinochord","Bilateria","Pick2010","Spinochordodes_tellinii"
"Pick2010","Strongyloc","Bilateria","Pick2010","Strongylocentrotus_purpuratus"
"Pick2010","Terebratal","Bilateria","Pick2010","Terebratalia_transversa"
"Pick2010","Themiste_l","Bilateria","Pick2010","Themiste_lageniformis"
"Pick2010","Trichinell","Bilateria","Pick2010","Trichinella_spiralis"
"Pick2010","Urechis_ca","Bilateria","Pick2010","Urechis_caupo"
"Pick2010","Xenoturbel","Bilateria","Pick2010","Xenoturbella_bocki"
"Pick2010","Xiphinema_","Bilateria","Pick2010","Xiphinema_index"
"Pick2010","Acropora_m","Cnidaria","Pick2010","Acropora_millepora"
"Pick2010","Anemonia_v","Cnidaria","Pick2010","Anemonia_viridis"
"Pick2010","Clytia_hem","Cnidaria","Pick2010","Clytia_hemisphaerica"
"Pick2010","Cyanea_cap","Cnidaria","Pick2010","Cyanea_capillata"
"Pick2010","Hydra_magn","Cnidaria","Pick2010","Hydra_magnipapillata"
"Pick2010","Hydractini","Cnidaria","Pick2010","Hydractinia_echinata"
"Pick2010","Metridium_","Cnidaria","Pick2010","Metridium_senile"
"Pick2010","Montastrae","Cnidaria","Pick2010","Montastraea_faveolata"
"Pick2010","Nematostel","Cnidaria","Pick2010","Nematostella_vectensis"
"Pick2010","Podocoryne","Cnidaria","Pick2010","Podocoryne_carnea"
"Pick2010","mertensiid","Ctenophora","Pick2010","Mertensiid_sp"
"Pick2010","Mnemiopsis","Ctenophora","Pick2010","Mnemiopsis_leidyi"
"Pick2010","Pleurobrac","Ctenophora","Pick2010","Pleurobrachia_pileus"
"Pick2010","Amoebidium","Outgroup","Pick2010","Amoebidium_parasiticum"
"Pick2010","Capsaspora","Outgroup","Pick2010","Capsaspora_owczarzaki"
"Pick2010","Monosiga_b","Outgroup","Pick2010","Monosiga_brevicollis"
"Pick2010","Monosiga00","Outgroup","Pick2010","Monosiga_ovata"
"Pick2010","Proterospo","Outgroup","Pick2010","Proterospongia_sp"
"Pick2010","Sphaerofor","Outgroup","Pick2010","Sphaeroforma_arctica"
"Pick2010","Trichoplax","Placozoa","Pick2010","Trichoplax_adhaerens"
"Pick2010","Amphimedon","Porifera","Pick2010","Amphimedon_queenslandica"
"Pick2010","Carteriosp","Porifera","Pick2010","Carteriospongia_foliascens"
"Pick2010","Crateromor","Porifera","Pick2010","Crateromorpha_meyeri"
"Pick2010","Ephydatia_","Porifera","Pick2010","Ephydatia_muelleri"
"Pick2010","Heterochon","Porifera","Pick2010","Heterochone_calyx"
"Pick2010","Leucetta_c","Porifera","Pick2010","Leucetta_chagosensis"
"Pick2010","Lubomirski","Porifera","Pick2010","Lubomirskia_baicalensis"
"Pick2010","Oopsacas_m","Porifera","Pick2010","Oopsacas_minuta"
"Pick2010","Oscarella_","Porifera","Pick2010","Oscarella_sp"
"Pick2010","Oscarell00","Porifera","Pick2010","Oscarella_sp_00"
"Pick2010","Pachydicty","Porifera","Pick2010","Pachydictyum_globosum"
"Pick2010","Suberites_","Porifera","Pick2010","Suberites_domuncula"
"Pick2010","Sycon_raph","Porifera","Pick2010","Sycon_raphanus"
"Ryan2013","Anoplodactylus_eroticus","Bilateria","REA_EST_includingXenoturbella","Anoplodactylus_eroticus"
"Ryan2013","Asterina_pectinifera","Bilateria","REA_EST_includingXenoturbella","Asterina_pectinifera"
"Ryan2013","Boophilus_microplus","Bilateria","REA_EST_includingXenoturbella","Boophilus_microplus"
"Ryan2013","Branchiostoma_floridae","Bilateria","REA_EST_includingXenoturbella","Branchiostoma_floridae"
"Ryan2013","Capitella_telata","Bilateria","REA_EST_includingXenoturbella","Capitella_teleta"
"Ryan2013","Cerebratulus_lacteus","Bilateria","REA_EST_includingXenoturbella","Cerebratulus_lacteus"
"Ryan2013","Ciona_intestinalis","Bilateria","REA_EST_includingXenoturbella","Ciona_intestinalis"
"Ryan2013","Convolutriloba_longifissura","Bilateria","REA_EST_includingXenoturbella","Convolutriloba_longifissura"
"Ryan2013","Crassostrea_virginica","Bilateria","REA_EST_includingXenoturbella","Crassostrea_virginica"
"Ryan2013","Daphnia_pulex","Bilateria","REA_EST_includingXenoturbella","Daphnia_pulex"
"Ryan2013","Drosophila_melanogaster","Bilateria","REA_EST_includingXenoturbella","Drosophila_melanogaster"
"Ryan2013","Echinoderes_horni","Bilateria","REA_EST_includingXenoturbella","Echinoderes_horni"
"Ryan2013","Euperipatoides_kanangrensis","Bilateria","REA_EST_includingXenoturbella","Euperipatoides_kanangrensis"
"Ryan2013","Euprymna_scolopes","Bilateria","REA_EST_includingXenoturbella","Euprymna_scolopes"
"Ryan2013","Gallus_gallus","Bilateria","REA_EST_includingXenoturbella","Gallus_gallus"
"Ryan2013","Halocynthia_roretzi","Bilateria","REA_EST_includingXenoturbella","Halocynthia_roretzi"
"Ryan2013","Helobdella_robusta","Bilateria","REA_EST_includingXenoturbella","Helobdella_robusta"
"Ryan2013","Isodiametra_pulchra","Bilateria","REA_EST_includingXenoturbella","Isodiametra_pulchra"
"Ryan2013","Lottia_gigantea","Bilateria","REA_EST_includingXenoturbella","Lottia_gigantea"
"Ryan2013","Meara_stichopi","Bilateria","REA_EST_includingXenoturbella","Meara_stichopi"
"Ryan2013","Nemertoderma_westbladi","Bilateria","REA_EST_includingXenoturbella","Nemertoderma_westbladi"
"Ryan2013","Paraplanocera_oligoglena","Bilateria","REA_EST_includingXenoturbella","Paraplanocera_oligoglena"
"Ryan2013","Petromyzon_marinus","Bilateria","REA_EST_includingXenoturbella","Petromyzon_marinus"
"Ryan2013","Ptychodera_flava","Bilateria","REA_EST_includingXenoturbella","Ptychodera_flava"
"Ryan2013","Saccoglossus_kowalevskii","Bilateria","REA_EST_includingXenoturbella","Saccoglossus_kowalevskii"
"Ryan2013","Schmidtea_mediterranea","Bilateria","REA_EST_includingXenoturbella","Schmidtea_mediterranea"
"Ryan2013","Strongylocentrotus_purpuratus","Bilateria","REA_EST_includingXenoturbella","Strongylocentrotus_purpuratus"
"Ryan2013","Symsagittifera_roscoffensis","Bilateria","REA_EST_includingXenoturbella","Symsagittifera_roscoffensis"
"Ryan2013","Terebratalia_transversa","Bilateria","REA_EST_includingXenoturbella","Terebratalia_transversa"
"Ryan2013","Xenoturbella_bocki","Bilateria","REA_EST_includingXenoturbella","Xenoturbella_bocki"
"Ryan2013","Xiphinema_index","Bilateria","REA_EST_includingXenoturbella","Xiphinema_index"
"Ryan2013","Acropora_millepora","Cnidaria","REA_EST_includingXenoturbella","Acropora_millepora"
"Ryan2013","Acropora_palmata","Cnidaria","REA_EST_includingXenoturbella","Acropora_palmata"
"Ryan2013","Aiptasia_pallida","Cnidaria","REA_EST_includingXenoturbella","Aiptasia_pallida"
"Ryan2013","Anemonia_viridis","Cnidaria","REA_EST_includingXenoturbella","Anemonia_viridis"
"Ryan2013","Clytia_hemisphaerica","Cnidaria","REA_EST_includingXenoturbella","Clytia_hemisphaerica"
"Ryan2013","Cyanea_capillata","Cnidaria","REA_EST_includingXenoturbella","Cyanea_capillata"
"Ryan2013","Hydra_magnipapillata","Cnidaria","REA_EST_includingXenoturbella","Hydra_vulgaris"
"Ryan2013","Hydractinia_echinata","Cnidaria","REA_EST_includingXenoturbella","Hydractinia_echinata"
"Ryan2013","Metridium_senile","Cnidaria","REA_EST_includingXenoturbella","Metridium_senile"
"Ryan2013","Nematostella_vectensis","Cnidaria","REA_EST_includingXenoturbella","Nematostella_vectensis"
"Ryan2013","Montastraea_faveolata","Cnidaria","REA_EST_includingXenoturbella","Orbicella_faveolata"
"Ryan2013","Podocoryna_carnea","Cnidaria","REA_EST_includingXenoturbella","Podocoryna_carnea"
"Ryan2013","Porites_astreoides","Cnidaria","REA_EST_includingXenoturbella","Porites_astreoides"
"Ryan2013","Mertensiid_sp","Ctenophora","REA_EST_includingXenoturbella","Mertensiid_sp"
"Ryan2013","Mnemiopsis_leidyi","Ctenophora","REA_EST_includingXenoturbella","Mnemiopsis_leidyi"
"Ryan2013","Pleurobrachia_pileus","Ctenophora","REA_EST_includingXenoturbella","Pleurobrachia_pileus"
"Ryan2013","Monosiga_brevicollis","Outgroup","REA_EST_includingXenoturbella","Monosiga_brevicollis"
"Ryan2013","Monosiga_ovata","Outgroup","REA_EST_includingXenoturbella","Monosiga_ovata"
"Ryan2013","Salpingoeca_rosetta","Outgroup","REA_EST_includingXenoturbella","Salpingoeca_rosetta"
"Ryan2013","Trichoplax_adhaerens","Placozoa","REA_EST_includingXenoturbella","Trichoplax_adhaerens"
"Ryan2013","Amphimedon_queenslandica","Porifera","REA_EST_includingXenoturbella","Amphimedon_queenslandica"
"Ryan2013","Carteriospongia_foliascens","Porifera","REA_EST_includingXenoturbella","Carteriospongia_foliascens"
"Ryan2013","Ephydatia_muelleri","Porifera","REA_EST_includingXenoturbella","Ephydatia_muelleri"
"Ryan2013","Leucetta_chagosensis","Porifera","REA_EST_includingXenoturbella","Leucetta_chagosensis"
"Ryan2013","Lubomirskia_baicalensis","Porifera","REA_EST_includingXenoturbella","Lubomirskia_baicalensis"
"Ryan2013","Oopsacas_minuta","Porifera","REA_EST_includingXenoturbella","Oopsacas_minuta"
"Ryan2013","Oscarella_carmela","Porifera","REA_EST_includingXenoturbella","Oscarella_carmela"
"Ryan2013","Oscarella_lobularis","Porifera","REA_EST_includingXenoturbella","Oscarella_lobularis"
"Ryan2013","Suberites_domuncula","Porifera","REA_EST_includingXenoturbella","Suberites_domuncula"
"Ryan2013","Sycon_raphanus","Porifera","REA_EST_includingXenoturbella","Sycon_raphanus"
"Simion2017","Aplysia_californica","Bilateria","supermatrix_97sp_401632pos_1719genes","Aplysia_californica"
"Simion2017","Branchiostoma_floridae","Bilateria","supermatrix_97sp_401632pos_1719genes","Branchiostoma_floridae"
"Simion2017","Capitella_teleta","Bilateria","supermatrix_97sp_401632pos_1719genes","Capitella_teleta"
"Simion2017","Crassostrea_gigas","Bilateria","supermatrix_97sp_401632pos_1719genes","Crassostrea_gigas"
"Simion2017","Daphnia_pulex","Bilateria","supermatrix_97sp_401632pos_1719genes","Daphnia_pulex"
"Simion2017","Helobdella_robusta","Bilateria","supermatrix_97sp_401632pos_1719genes","Helobdella_robusta"
"Simion2017","Homo_sapiens","Bilateria","supermatrix_97sp_401632pos_1719genes","Homo_sapiens"
"Simion2017","Ixodes_scapularis","Bilateria","supermatrix_97sp_401632pos_1719genes","Ixodes_scapularis"
